Date	cash_rate	cpi	gdp	ue_aus	ue_nsw	ue_vic	ue_qld	ue_sa	ue_wa	ue_tas	ue_nt	ue_act
01 Mar 2007	6.25	2.5	1.5	4.4566307	5.0190067	4.8155656	3.7909315	5.1380438	2.9975177	5.1421431	3.9926545	3.0420316
01 Apr 2007	6.25	2.5	1.5	4.3796643	4.9575602	4.7447449	3.6723677	5.0152848	3.0222978	5.0049362	4.4396153	3.0155555
01 May 2007	6.25	2.5	1.5	4.257332	4.8565696	4.6567321	3.5815057	4.918671	3.1039884	4.9383272	4.6727127	2.9533287
01 Jun 2007	6.25	2.1	0.8	4.3234935	4.7551181	4.5651916	3.5564594	4.8775167	3.2119628	4.9609263	4.709238	2.8814814
01 Jul 2007	6.25	2.1	0.8	4.2487296	4.6770857	4.5051574	3.5884586	4.8805148	3.3179275	5.0638634	4.6701787	2.8031828
01 Aug 2007	6.45	2.1	0.8	4.3036007	4.6447325	4.4963985	3.6448613	4.9048172	3.3972418	5.1996588	4.6859635	2.7085101
01 Sep 2007	6.5	1.8	1	4.2079185	4.644129	4.5339321	3.6872501	4.9264654	3.4308019	5.3104164	4.802535	2.6019667
01 Oct 2007	6.5	1.8	1	4.3189616	4.6419812	4.5795113	3.6870218	4.921864	3.4175312	5.360075	4.9552017	2.5209824
01 Nov 2007	6.7	1.8	1	4.4215873	4.6167139	4.6050062	3.6522402	4.8721066	3.3705104	5.320259	5.0711235	2.4955474
01 Dec 2007	6.75	2.9	0.5	4.3079613	4.5653946	4.5888712	3.6175037	4.7946071	3.3136957	5.1878113	5.0616474	2.5264024
01 Jan 2008	6.75	2.9	0.5	4.2175767	4.5115131	4.5328935	3.6064208	4.7305366	3.2618479	4.980733	4.9091554	2.5895307
01 Feb 2008	6.96	2.9	0.5	3.9752808	4.4743864	4.4736967	3.6315533	4.7073345	3.2313561	4.7274287	4.6413817	2.6275765
01 Mar 2008	7.22	4.3	1.2	4.0560696	4.46794	4.4393745	3.6730991	4.7094081	3.2309351	4.4926486	4.273587	2.6502484
01 Apr 2008	7.25	4.3	1.2	4.258603	4.4956993	4.4350329	3.7025292	4.7391363	3.2464706	4.3127832	3.8288433	2.689439
01 May 2008	7.25	4.3	1.2	4.2593461	4.5569679	4.4578909	3.7011475	4.7888337	3.2222447	4.1868855	3.3792262	2.7400928
01 Jun 2008	7.25	4.4	0.2	4.2439895	4.6429409	4.4696869	3.6698967	4.8423507	3.1334276	4.088268	3.0209558	2.7672322
01 Jul 2008	7.25	4.4	0.2	4.2464777	4.7330382	4.4430918	3.6189807	4.9065371	2.9919344	4.0437126	2.8155971	2.7690522
01 Aug 2008	7.25	4.4	0.2	4.013979	4.816431	4.385922	3.5856843	4.9865785	2.8271792	4.059795	2.8502982	2.786474
01 Sep 2008	7.02	5	0.8	4.2827048	4.8979109	4.352808	3.6032891	5.0984293	2.702929	4.1327484	3.0930374	2.7701143
01 Oct 2008	6.18	5	0.8	4.2846139	5.0277132	4.4025263	3.6914044	5.2512477	2.7174014	4.2042681	3.4367546	2.7089766
01 Nov 2008	5.33	5	0.8	4.4568483	5.2196017	4.5535259	3.8502997	5.4262806	2.900921	4.2821049	3.781843	2.6107691
01 Dec 2008	4.35	3.7	-0.7	4.5680363	5.4638053	4.7898643	4.0618424	5.5749296	3.2323626	4.4207865	4.0357425	2.5431525
01 Jan 2009	4.25	3.7	-0.7	4.9059972	5.7459933	5.0908378	4.3050923	5.6648537	3.6527431	4.6246257	4.1254476	2.5870799
01 Feb 2009	3.35	3.7	-0.7	5.2978577	6.0250112	5.3925569	4.5710104	5.6937982	4.1130301	4.8077896	4.0745794	2.756789
01 Mar 2009	3.25	2.4	1.1	5.7120984	6.2551401	5.6580617	4.8315085	5.6844302	4.5472159	4.8903046	3.977432	2.9992319
01 Apr 2009	3.06	2.4	1.1	5.5054104	6.3733426	5.8604971	5.0791912	5.6685499	4.9225907	4.8842441	3.9043986	3.2325465
01 May 2009	3	2.4	1.1	5.8046692	6.359362	5.9806492	5.2946516	5.636173	5.2014266	4.8529567	3.8614731	3.4297541
01 Jun 2009	3	1.4	0.5	5.8662492	6.2411893	6.0100774	5.4780126	5.6116496	5.3773185	4.8545478	3.805212	3.5762531
01 Jul 2009	3	1.4	0.5	5.6676656	6.0895747	5.9549341	5.635398	5.6029635	5.4468695	4.9158017	3.6919366	3.6530895
01 Aug 2009	3	1.4	0.5	5.7079345	5.9699164	5.8349931	5.7561384	5.5991521	5.4302801	5.0203305	3.5811962	3.6642756
01 Sep 2009	3	1.2	0.4	5.6495405	5.8962345	5.678566	5.8231985	5.555099	5.3476352	5.188139	3.4962068	3.6778517
01 Oct 2009	3.21	1.2	0.4	5.6172788	5.8431279	5.5139897	5.834175	5.4519548	5.2284269	5.3890375	3.4699861	3.7202811
01 Nov 2009	3.48	1.2	0.4	5.5497524	5.7957391	5.3824576	5.7989592	5.3243803	5.1224602	5.5604029	3.4862573	3.7567231
01 Dec 2009	3.74	2.1	0.7	5.4866731	5.7532002	5.3090822	5.7433221	5.2285552	5.0603686	5.6362809	3.515248	3.7708734
01 Jan 2010	3.75	2.1	0.7	5.2630258	5.6868717	5.29555	5.6778889	5.21034	5.0067125	5.6582081	3.5224562	3.7218426
01 Feb 2010	3.75	2.1	0.7	5.2977913	5.6091248	5.329194	5.6188545	5.2598712	4.9213047	5.7143629	3.4386722	3.6386346
01 Mar 2010	3.98	2.9	0.4	5.4234953	5.5362815	5.3932816	5.5740606	5.3341722	4.7880578	5.850649	3.2317997	3.5576677
01 Apr 2010	4.22	2.9	0.4	5.4948723	5.459381	5.4446259	5.5355344	5.384594	4.6282507	6.0023784	2.9827695	3.4830538
01 May 2010	4.48	2.9	0.4	5.2238025	5.3880397	5.4725239	5.4794394	5.3999078	4.4776556	6.0959889	2.7752417	3.3951716
01 Jun 2010	4.5	3.1	0.6	5.1501575	5.3169	5.4766568	5.4073192	5.3902494	4.3930861	6.0978788	2.700648	3.2932159
01 Jul 2010	4.5	3.1	0.6	5.2830964	5.2436474	5.4581608	5.3393925	5.3697888	4.3731413	5.9968945	2.7512598	3.2017769
01 Aug 2010	4.5	3.1	0.6	5.0199082	5.1701988	5.40777	5.3082462	5.3588846	4.4134865	5.8312372	2.826786	3.1431385
01 Sep 2010	4.5	2.9	0.6	5.0486739	5.0951046	5.3419591	5.333382	5.3899561	4.4783102	5.6625068	2.841787	3.1447782
01 Oct 2010	4.5	2.9	0.6	5.2825818	5.0187212	5.25805	5.4065781	5.4584402	4.5185206	5.5358881	2.7866643	3.1787194
01 Nov 2010	4.73	2.9	0.6	5.09934	4.9474823	5.1434874	5.4990918	5.525427	4.5041836	5.4909462	2.6497771	3.2448892
01 Dec 2010	4.75	2.8	1	4.8694182	4.8892866	5.0201463	5.570052	5.5705852	4.4399912	5.5178821	2.5291384	3.328697
01 Jan 2011	4.75	2.8	1	4.9994418	4.8716816	4.9015267	5.5857743	5.5892988	4.3656446	5.5774699	2.4965803	3.4377019
01 Feb 2011	4.75	2.8	1	4.9765995	4.8958066	4.8106874	5.5307189	5.5743205	4.2920929	5.604905	2.6284691	3.5744779
01 Mar 2011	4.75	3.3	-0.3	4.925196	4.9531346	4.7673941	5.4480192	5.5171643	4.2252166	5.575799	2.9310708	3.7351054
01 Apr 2011	4.75	3.3	-0.3	4.9606823	5.0437207	4.781782	5.3886972	5.4216196	4.1814532	5.4919551	3.2882363	3.9209279
01 May 2011	4.75	3.3	-0.3	5.0075278	5.1409324	4.8508818	5.3763033	5.312859	4.1644704	5.3643983	3.5842999	4.0757314
01 Jun 2011	4.75	3.5	1.1	4.926157	5.207821	4.9557056	5.4174259	5.2198005	4.176295	5.2270353	3.7876591	4.1443914
01 Jul 2011	4.75	3.5	1.1	5.0868688	5.2561182	5.0826111	5.483885	5.1725642	4.2094255	5.137356	3.9274687	4.1123518
01 Aug 2011	4.75	3.5	1.1	5.2543806	5.299922	5.1944835	5.5287913	5.1735962	4.2548065	5.1485331	4.0595042	4.0071666
01 Sep 2011	4.75	3.4	1.2	5.2109698	5.3382136	5.2535115	5.5408595	5.2095906	4.2803773	5.2865295	4.2350503	3.862099
01 Oct 2011	4.75	3.4	1.2	5.1874428	5.3526631	5.2770385	5.5279416	5.2459267	4.2772994	5.5561128	4.4342054	3.7518451
01 Nov 2011	4.51	3.4	1.2	5.2192166	5.3210975	5.2953897	5.4949528	5.2766181	4.2331603	5.9546785	4.5937408	3.6870998
01 Dec 2011	4.3	3	1.1	5.1825459	5.2439779	5.3152133	5.4762222	5.2648162	4.157365	6.4000611	4.6645201	3.6246886
01 Jan 2012	4.25	3	1.1	5.0371106	5.1484431	5.3473514	5.475678	5.2517206	4.0576822	6.7919144	4.6198294	3.5752572
01 Feb 2012	4.25	3	1.1	5.2019143	5.070366	5.4012655	5.4830833	5.2695541	3.9440692	7.0511421	4.496753	3.562319
01 Mar 2012	4.25	1.6	1	5.1772723	5.0199512	5.4553972	5.4768278	5.3241161	3.8380158	7.1323912	4.3536198	3.5920693
01 Apr 2012	4.25	1.6	1	4.9988534	4.9966591	5.5013501	5.4698314	5.4003292	3.7401576	7.0811148	4.2303876	3.6436077
01 May 2012	3.77	1.6	1	5.1920924	5.0020652	5.528882	5.5064367	5.4763767	3.6891731	6.979761	4.1880893	3.7004849
01 Jun 2012	3.54	1.2	0.5	5.1751336	5.0314987	5.530043	5.5880821	5.5355632	3.7128593	6.8682882	4.1690232	3.7515533
01 Jul 2012	3.5	1.2	0.5	5.1769748	5.0653136	5.5095124	5.7209864	5.5574847	3.8129894	6.7759351	4.1298394	3.774144
01 Aug 2012	3.5	1.2	0.5	5.1322048	5.0755955	5.4993896	5.8812731	5.556502	3.959857	6.7640456	4.0720376	3.8066204
01 Sep 2012	3.5	2	0.7	5.4676745	5.0657084	5.5154142	6.009348	5.5650191	4.1055859	6.8302874	4.0336226	3.8839437
01 Oct 2012	3.27	2	0.7	5.4077529	5.0539009	5.5425928	6.0702896	5.5996882	4.2109376	6.9446616	4.0373066	4.0010221
01 Nov 2012	3.25	2	0.7	5.2427158	5.062228	5.5823433	6.0549732	5.6755904	4.2742186	7.0663632	4.1094494	4.162897
01 Dec 2012	3.03	2.2	0.6	5.4133956	5.1014123	5.6340959	5.9697083	5.7788132	4.3342415	7.1263427	4.2505543	4.3504322
01 Jan 2013	3	2.2	0.6	5.3721914	5.1702424	5.6864643	5.8592524	5.8619204	4.429067	7.1688673	4.4656216	4.4823362
01 Feb 2013	3	2.2	0.6	5.4093071	5.253416	5.7299223	5.7879641	5.8931816	4.5613482	7.2225052	4.7492375	4.517381
01 Mar 2013	3	2.5	0.1	5.6288998	5.3522901	5.7565092	5.767903	5.9393829	4.7118625	7.3377053	5.0618351	4.4430373
01 Apr 2013	3	2.5	0.1	5.5954841	5.4570117	5.7565763	5.7915106	6.0008342	4.8448631	7.5160819	5.3594529	4.2996201
01 May 2013	2.8	2.5	0.1	5.6014721	5.5394361	5.7423363	5.8350845	6.0805839	4.9142413	7.7297049	5.6058552	4.1505108
01 Jun 2013	2.75	2.4	0.7	5.7144856	5.6055887	5.7399892	5.8684324	6.1870121	4.8803963	7.9419044	5.7146917	4.0422162
01 Jul 2013	2.75	2.4	0.7	5.6335484	5.6682616	5.7667399	5.8701158	6.3207723	4.7523976	8.0830548	5.7078317	3.9904694
01 Aug 2013	2.55	2.4	0.7	5.8024125	5.7341786	5.8252395	5.8509547	6.4576565	4.579375	8.1112965	5.5478059	3.9928189
01 Sep 2013	2.5	2.2	0.6	5.67039	5.8006715	5.9094512	5.8432134	6.5607832	4.4555213	8.0276414	5.256366	3.9834879
01 Oct 2013	2.5	2.2	0.6	5.809627	5.8387432	6.0185008	5.8565162	6.6416301	4.43281	7.8953589	4.8973289	3.9302459
01 Nov 2013	2.5	2.2	0.6	5.7734855	5.81563	6.1393017	5.8996227	6.7024242	4.5121688	7.7641967	4.5556778	3.8131341
01 Dec 2013	2.5	2.7	0.9	5.8753308	5.7334618	6.2430006	5.9700742	6.733535	4.660227	7.672884	4.2148541	3.6762062
01 Jan 2014	2.5	2.7	0.9	5.9166885	5.6213184	6.3127389	6.0341386	6.7499472	4.8454219	7.6154879	3.8881952	3.5916359
01 Feb 2014	2.5	2.7	0.9	5.8578803	5.5302009	6.3464993	6.0763278	6.7791402	5.017334	7.5566344	3.6973231	3.5669912
01 Mar 2014	2.5	2.9	0.8	5.8707192	5.4883477	6.3741746	6.1239706	6.7899782	5.1247105	7.4909102	3.7084763	3.6212294
01 Apr 2014	2.5	2.9	0.8	5.8270507	5.5091612	6.417784	6.1732219	6.7805665	5.1356484	7.4280649	3.8931332	3.7363488
01 May 2014	2.5	2.9	0.8	5.9223692	5.5846667	6.4934801	6.2371011	6.7651883	5.0872672	7.3751656	4.1369911	3.9201227
01 Jun 2014	2.5	3	0.7	6.0783697	5.6866688	6.5996708	6.3415417	6.7263254	5.0242083	7.3305855	4.3311876	4.1784264
01 Jul 2014	2.5	3	0.7	6.2171494	5.7795333	6.7110156	6.477513	6.6504197	4.9921985	7.2694762	4.4014869	4.4675791
01 Aug 2014	2.5	3	0.7	6.1150192	5.8467832	6.8028773	6.6038558	6.5827405	5.0074611	7.1803502	4.3025409	4.7045975
01 Sep 2014	2.5	2.3	0.4	6.2143749	5.8991544	6.8373799	6.6884916	6.5803793	5.064997	7.0623898	4.0949426	4.842625
01 Oct 2014	2.5	2.3	0.4	6.3441848	5.9527492	6.791793	6.7192215	6.6365799	5.1561379	6.9156806	3.8809281	4.8732838
01 Nov 2014	2.5	2.3	0.4	6.269054	6.0154429	6.6743542	6.7031872	6.7087664	5.2941848	6.769031	3.7553644	4.7914926
01 Dec 2014	2.5	1.7	0.4	6.0760117	6.0658042	6.5170682	6.6610551	6.7744444	5.4357866	6.6808084	3.787746	4.651152
01 Jan 2015	2.5	1.7	0.4	6.3240694	6.0753517	6.3517334	6.5991232	6.8284686	5.537767	6.6734641	3.9711971	4.501472
01 Feb 2015	2.28	1.7	0.4	6.1536863	6.0412044	6.2100715	6.5241448	6.9033374	5.6035655	6.7324462	4.159815	4.3928185
01 Mar 2015	2.25	1.3	1	6.102386	5.9812874	6.1108415	6.4477169	7.0515822	5.6601157	6.8150022	4.2644312	4.3451138
01 Apr 2015	2.25	1.3	1	6.1636789	5.9242995	6.0752835	6.3842467	7.2873018	5.7213797	6.847953	4.3507664	4.3550543
01 May 2015	2.04	1.3	1	5.9398857	5.8901892	6.0795647	6.340843	7.5507355	5.7993152	6.7829018	4.4443566	4.4210185
01 Jun 2015	2	1.5	0.2	6.0512123	5.8788376	6.0950365	6.3001128	7.7774594	5.899888	6.6444793	4.5421273	4.5248642
01 Jul 2015	2	1.5	0.2	6.331544	5.8526484	6.0950327	6.2566905	7.9006741	6.0195027	6.480267	4.5918504	4.6848508
01 Aug 2015	2	1.5	0.2	6.1316733	5.791767	6.0820613	6.2376671	7.8577095	6.1190751	6.3527184	4.5581699	4.8579516
01 Sep 2015	2	1.5	0.8	6.1433528	5.6825304	6.0687251	6.2179889	7.6641793	6.1850567	6.3141439	4.4499274	5.0005767
01 Oct 2015	2	1.5	0.8	5.9280678	5.5417939	6.0670683	6.1719149	7.4360433	6.1926619	6.388108	4.3205143	5.0498527
01 Nov 2015	2	1.5	0.8	5.8394953	5.4069228	6.054344	6.1030546	7.2554143	6.1351603	6.5268661	4.2401215	4.9840487
01 Dec 2015	2	1.7	0.5	5.7175731	5.3047302	6.0210254	6.0423949	7.1236913	6.03267	6.6437605	4.2240045	4.8204475
01 Jan 2016	2	1.7	0.5	6.0194167	5.2498978	5.9620773	6.0339522	7.0477909	5.9171924	6.7102491	4.24453	4.5978723
01 Feb 2016	2	1.7	0.5	5.7041331	5.2361281	5.8828739	6.0848251	6.99915	5.8077425	6.6934669	4.2584044	4.3596277
01 Mar 2016	2	1.3	0.9	5.660992	5.2405098	5.7917835	6.1616697	6.9638223	5.7508143	6.6204616	4.2303229	4.1257427
01 Apr 2016	2	1.3	0.9	5.7138608	5.2361821	5.7171187	6.240264	6.933203	5.7764778	6.5510161	4.1014222	3.9150489
01 May 2016	1.77	1.3	0.9	5.7406169	5.2065352	5.6689313	6.289654	6.883473	5.8680163	6.525321	3.8784475	3.7393239
01 Jun 2016	1.75	1	0.7	5.7456851	5.1499814	5.6641476	6.285488	6.8184398	5.9952324	6.5355671	3.6782681	3.6217001
01 Jul 2016	1.75	1	0.7	5.7505457	5.0851154	5.6933421	6.2315525	6.7643432	6.1367581	6.574721	3.5393375	3.5661412
01 Aug 2016	1.52	1	0.7	5.6569393	5.0241729	5.7415754	6.143005	6.7246174	6.2794002	6.5998158	3.5138511	3.550603
01 Sep 2016	1.5	1.3	-0.4	5.6349069	4.9790346	5.7857723	6.0667462	6.6798962	6.3924423	6.5649132	3.5672765	3.567472
01 Oct 2016	1.5	1.3	-0.4	5.5914736	4.9786359	5.8330754	6.061674	6.6154281	6.4612314	6.4489275	3.6207322	3.6058691
01 Nov 2016	1.5	1.3	-0.4	5.7474972	5.0170255	5.8904348	6.1199234	6.5775598	6.4959019	6.2762215	3.6528957	3.6607808
01 Dec 2016	1.5	1.5	1.1	5.7956454	5.0625403	5.9518465	6.2044771	6.5996451	6.4777163	6.1053483	3.654381	3.6591732
01 Jan 2017	1.5	1.5	1.1	5.6928488	5.0819968	5.9980721	6.2845375	6.666022	6.3901664	5.9768563	3.6104957	3.6393486
01 Feb 2017	1.5	1.5	1.1	5.8610861	5.0526208	6.0206831	6.3388282	6.7509472	6.2436793	5.9095481	3.5202328	3.6537796
01 Mar 2017	1.5	2.1	0.3	5.8647958	4.98302	6.0268742	6.3619072	6.8388537	6.0617807	5.8774451	3.4007975	3.741232
01 Apr 2017	1.5	2.1	0.3	5.6974066	4.9011512	6.0267845	6.3601748	6.9021235	5.8864972	5.8549825	3.2860496	3.9186702
01 May 2017	1.5	2.1	0.3	5.5567422	4.8252402	6.0170472	6.3519123	6.9304002	5.7250307	5.8351234	3.1835732	4.1529169
01 Jun 2017	1.5	2.1	0.3	5.6466258	4.7547365	6.0093682	6.3397856	6.9541176	5.6025742	5.8173998	3.1166661	4.4467834
